Id,SalePrice
1461,134680.0
1462,150417.5
1463,178596.6
1464,181590.0
1465,211800.0
1466,185570.0
1467,166629.5
1468,177275.0
1469,183451.0
1470,115370.0
1471,197949.95
1472,96307.5
1473,97942.5
1474,151457.5
1475,148894.25
1476,345171.3
1477,255334.8
1478,310278.05
1479,261511.6
1480,446238.15
1481,312876.1
1482,205475.0
1483,171996.45
1484,188944.75
1485,178125.0
1486,203332.5
1487,334494.75
1488,239163.5
1489,212735.0
1490,193745.0
1491,193270.0
1492,106950.0
1493,166118.75
1494,301375.0
1495,284507.45
1496,228589.2
1497,197740.0
1498,159313.45
1499,156681.05
1500,148330.85
1501,173605.0
1502,178536.0
1503,273453.5
1504,241261.75
1505,217780.6
1506,182538.7
1507,204187.5
1508,193677.4
1509,167087.5
1510,157851.6
1511,153062.5
1512,170742.5
1513,148850.0
1514,158575.0
1515,170246.7
1516,166640.0
1517,153412.5
1518,126565.25
1519,222915.0
1520,138647.5
1521,146820.0
1522,155665.0
1523,117693.8
1524,123082.95
1525,120591.65
1526,129842.5
1527,102635.0
1528,128320.0
1529,144996.85
1530,168501.6
1531,122030.0
1532,105747.5
1533,147485.0
1534,112711.05
1535,158859.5
1536,114600.0
1537,77590.0
1538,179435.0
1539,242611.75
1540,117150.0
1541,141460.0
1542,154035.0
1543,216635.0
1544,87162.5
1545,100990.0
1546,128631.25
1547,135900.0
1548,136180.0
1549,118600.0
1550,137885.0
1551,114320.0
1552,142414.35
1553,143527.5
1554,118041.9
1555,171955.0
1556,91950.2
1557,132925.0
1558,93802.5
1559,130341.6
1560,152235.0
1561,159040.0
1562,128805.0
1563,122692.5
1564,172871.9
1565,158275.15
1566,212449.5
1567,76445.0
1568,227125.0
1569,145804.1
1570,124775.0
1571,134696.7
1572,148625.0
1573,248261.95
1574,116224.1
1575,214606.8
1576,207237.5
1577,207270.0
1578,157825.0
1579,144015.0
1580,191549.5
1581,147945.0
1582,128635.0
1583,316980.0
1584,235877.5
1585,142270.0
1586,78135.0
1587,101810.0
1588,160725.0
1589,104981.05
1590,137404.35
1591,108644.2
1592,123365.0
1593,121170.0
1594,133712.45
1595,124605.0
1596,226750.0
1597,162055.0
1598,182898.25
1599,229966.1
1600,208080.0
1601,77910.0
1602,112470.0
1603,98048.9
1604,282275.0
1605,251506.55
1606,161790.0
1607,161185.0
1608,223125.9
1609,208387.0
1610,161633.9
1611,152192.5
1612,166728.2
1613,160646.1
1614,120850.0
1615,83300.0
1616,82825.0
1617,86620.0
1618,126985.0
1619,137157.5
1620,149285.6
1621,146912.5
1622,150571.2
1623,296385.1
1624,207765.0
1625,131312.5
1626,174440.0
1627,186665.0
1628,272985.65
1629,175890.0
1630,360565.25
1631,216115.0
1632,254002.5
1633,176160.0
1634,178915.0
1635,178706.6
1636,155417.95
1637,163696.6
1638,206949.3
1639,176765.0
1640,250860.8
1641,181977.5
1642,221145.0
1643,231121.05
1644,231680.0
1645,184002.5
1646,151410.0
1647,164475.0
1648,151602.5
1649,138342.5
1650,122595.0
1651,124202.5
1652,93670.0
1653,99180.0
1654,154700.7
1655,161690.0
1656,151694.5
1657,154393.2
1658,149685.0
1659,139700.0
1660,145392.5
1661,452331.9
1662,359840.3
1663,361739.85
1664,450153.1
1665,314913.35
1666,338953.15
1667,320378.05
1668,339249.35
1669,295599.15
1670,331956.5
1671,255046.55
1672,487369.15
1673,305858.8
1674,253180.4
1675,184341.6
1676,192715.0
1677,212340.55
1678,455198.3
1679,385470.3
1680,310805.75
1681,267100.4
1682,294435.0
1683,186045.75
1684,168233.7
1685,173273.25
1686,166311.75
1687,176218.25
1688,182790.0
1689,186149.25
1690,184882.0
1691,177694.2
1692,272563.45
1693,177546.45
1694,184935.0
1695,170105.0
1696,258979.5
1697,173825.0
1698,317921.55
1699,309371.3
1700,235950.0
1701,252887.8
1702,256757.5
1703,253442.55
1704,296039.6
1705,242760.0
1706,448757.65
1707,219097.0
1708,217571.5
1709,277998.1
1710,229251.0
1711,259307.4
1712,251733.25
1713,255133.95
1714,234586.85
1715,203073.25
1716,167260.1
1717,168407.5
1718,144545.35
1719,195559.5
1720,248165.6
1721,164760.1
1722,133845.0
1723,154557.5
1724,206972.0
1725,222959.3
1726,182260.0
1727,174081.6
1728,197090.0
1729,165113.35
1730,166897.65
1731,125975.0
1732,133493.0
1733,127840.0
1734,139645.0
1735,133310.0
1736,120022.9
1737,376168.85
1738,212988.9
1739,271148.3
1740,182486.6
1741,177082.55
1742,172100.0
1743,169678.9
1744,311225.0
1745,246015.0
1746,252570.65
1747,212120.0
1748,201522.0
1749,171282.5
1750,149255.0
1751,227463.3
1752,125560.4
1753,139582.65
1754,231149.3
1755,166409.5
1756,116697.5
1757,118370.8
1758,152167.5
1759,167901.6
1760,162385.0
1761,160855.0
1762,173230.0
1763,161385.0
1764,123952.9
1765,167501.2
1766,175827.5
1767,194695.0
1768,139800.0
1769,170746.7
1770,139652.5
1771,130605.0
1772,142332.5
1773,144965.0
1774,130340.25
1775,135733.75
1776,115769.65
1777,115645.0
1778,134813.75
1779,122024.35
1780,174911.5
1781,133897.5
1782,100422.5
1783,123735.7
1784,100982.5
1785,117078.15
1786,144450.25
1787,158232.5
1788,65010.0
1789,90384.65
1790,89085.0
1791,170672.5
1792,153875.0
1793,139835.0
1794,140550.5
1795,137005.0
1796,113024.65
1797,118030.0
1798,128797.5
1799,117810.0
1800,126770.0
1801,124632.5
1802,151128.75
1803,140050.0
1804,142673.0
1805,132285.0
1806,105955.2
1807,159452.5
1808,113895.0
1809,132020.0
1810,140721.65
1811,117950.0
1812,126739.35
1813,122750.0
1814,105523.95
1815,61821.1
1816,94802.5
1817,114912.9
1818,124415.0
1819,113970.6
1820,83082.5
1821,121045.0
1822,132400.0
1823,67329.65
1824,136158.75
1825,134822.7
1826,105555.0
1827,113327.5
1828,137838.1
1829,115834.0
1830,139800.0
1831,181415.0
1832,113075.0
1833,146225.0
1834,129923.5
1835,178290.0
1836,118452.5
1837,101802.5
1838,138698.75
1839,95530.0
1840,175095.0
1841,152751.85
1842,94745.0
1843,145887.5
1844,126572.15
1845,135484.5
1846,151945.0
1847,146454.35
1848,66936.1
1849,123816.35
1850,130710.0
1851,142581.7
1852,128945.6
1853,142609.35
1854,186095.0
1855,153320.0
1856,225879.65
1857,145595.0
1858,133684.15
1859,118718.55
1860,157672.95
1861,118718.55
1862,269617.75
1863,269617.75
1864,269617.75
1865,324205.8
1866,326124.3
1867,239188.5
1868,314499.1
1869,192445.75
1870,242559.5
1871,242209.5
1872,172771.05
1873,226548.25
1874,136055.0
1875,201523.9
1876,195345.0
1877,213411.7
1878,207428.5
1879,130290.0
1880,139983.0
1881,232766.4
1882,250415.0
1883,199942.5
1884,216128.9
1885,252345.0
1886,298566.85
1887,188650.6
1888,286781.45
1889,161699.1
1890,136420.0
1891,141050.0
1892,114175.0
1893,135087.5
1894,132200.0
1895,149672.5
1896,123175.2
1897,120815.0
1898,102615.0
1899,126885.0
1900,150347.25
1901,165491.7
1902,129962.95
1903,231083.95
1904,131095.0
1905,170405.0
1906,150122.5
1907,206840.0
1908,112425.0
1909,131202.5
1910,125137.5
1911,188720.0
1912,276404.75
1913,139092.65
1914,72763.05
1915,328592.9
1916,71725.55
1917,257670.0
1918,136190.0
1919,155191.85
1920,153125.0
1921,404372.1
1922,332675.6
1923,200875.0
1924,234595.0
1925,230973.9
1926,375068.5
1927,145920.0
1928,157754.1
1929,130590.0
1930,134000.0
1931,138404.85
1932,137384.2
1933,183480.0
1934,184855.0
1935,176580.0
1936,195590.0
1937,187520.0
1938,171469.1
1939,239863.15
1940,213050.0
1941,176640.0
1942,200045.0
1943,210700.0
1944,324214.35
1945,355344.8
1946,155094.5
1947,301668.55
1948,170589.25
1949,262803.6
1950,179653.8
1951,267445.0
1952,252043.6
1953,161740.0
1954,211814.5
1955,131437.5
1956,277073.95
1957,157141.45
1958,307190.0
1959,141216.25
1960,112268.3
1961,118134.15
1962,95937.5
1963,100180.0
1964,114025.0
1965,154785.0
1966,164023.25
1967,293191.45
1968,390354.25
1969,380436.1
1970,407668.5
1971,428553.75
1972,356260.9
1973,276149.5
1974,319061.2
1975,448419.7
1976,270396.1
1977,351614.95
1978,352748.1
1979,333931.55
1980,197385.3
1981,332487.0
1982,234673.25
1983,226868.25
1984,168497.5
1985,219905.1
1986,211440.6
1987,191209.7
1988,178260.0
1989,186364.45
1990,216725.0
1991,218848.3
1992,210085.25
1993,174481.25
1994,249948.95
1995,186600.0
1996,255680.0
1997,320923.65
1998,330822.5
1999,260888.25
2000,308704.6
2001,259527.5
2002,222380.65
2003,247941.5
2004,260738.75
2005,224715.2
2006,229199.8
2007,240395.0
2008,219237.5
2009,189450.0
2010,189425.0
2011,156089.5
2012,180881.7
2013,179232.0
2014,190727.5
2015,193513.25
2016,193542.0
2017,204618.75
2018,125285.4
2019,133553.0
2020,119115.0
2021,122577.5
2022,181895.0
2023,152135.05
2024,220984.7
2025,347015.55
2026,182756.5
2027,145721.8
2028,152010.0
2029,168855.0
2030,271320.0
2031,244667.8
2032,271699.4
2033,267888.9
2034,159459.6
2035,207337.5
2036,181537.8
2037,194486.75
2038,318208.05
2039,216532.0
2040,373337.25
2041,280673.15
2042,202445.0
2043,169327.5
2044,171902.5
2045,246997.8
2046,131854.0
2047,156047.5
2048,134980.0
2049,135790.25
2050,167684.25
2051,103877.5
2052,133547.5
2053,145818.75
2054,85071.1
2055,160417.5
2056,127660.0
2057,129319.35
2058,227005.0
2059,124040.0
2060,163272.5
2061,172555.25
2062,134331.25
2063,114688.75
2064,140177.5
2065,123852.5
2066,167786.6
2067,132062.9
2068,131265.0
2069,90132.5
2070,105285.0
2071,87390.0
2072,138395.0
2073,132915.0
2074,190523.25
2075,148407.5
2076,124435.0
2077,149066.6
2078,134175.0
2079,133245.0
2080,113970.4
2081,125082.5
2082,137275.0
2083,145896.7
2084,115092.5
2085,132475.0
2086,108550.0
2087,120927.7
2088,111944.55
2089,94790.0
2090,132084.35
2091,129957.55
2092,131057.0
2093,133645.0
2094,143259.0
2095,147845.0
2096,86075.0
2097,99062.5
2098,141041.7
2099,63698.6
2100,121548.2
2101,124622.0
2102,144293.75
2103,106530.0
2104,127000.0
2105,135786.85
2106,70268.05
2107,237888.5
2108,119819.15
2109,115066.5
2110,127175.25
2111,140074.75
2112,137123.75
2113,120770.0
2114,100140.2
2115,147570.0
2116,115481.05
2117,141264.65
2118,113415.0
2119,107660.0
2120,115955.0
2121,120453.0
2122,98832.35
2123,90235.55
2124,214190.0
2125,129420.0
2126,157445.0
2127,149782.5
2128,131346.85
2129,103592.5
2130,143586.25
2131,155037.5
2132,117445.0
2133,115816.7
2134,121445.0
2135,112495.0
2136,72360.0
2137,119511.25
2138,136315.0
2139,155185.0
2140,139965.0
2141,126882.15
2142,142097.5
2143,141332.5
2144,117049.2
2145,136535.0
2146,147400.8
2147,159231.6
